export_id,id,title,category,category_label,section,source,keywords,content,last_updated
53,1753693919241,How do I request a password?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,password | reset | login | website | online | forgot,"To reset a customer’s online password, go to our website at www.ticktockloans.com and click “Login” in the top right corner. Instead of logging in, select “Forgot password” underneath. Enter the customer’s email address and surname exactly as they appear in our CRM; if the details don’t match, the reset won’t work. A new password will be sent to the email address on file.",2025-07-28
54,1754667749772,What is Bankruptcy?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,Bankruptcy | BO | Bankruptcy Order | Order,"Bankruptcy is a legal process designed to help individuals who can’t repay their debts. It gives you a fresh financial start by writing off most of your unsecured debts, but it also comes with serious consequences and restrictions.

📝 How do you apply?
In the UK, you can apply for bankruptcy online through the government’s Insolvency Service. You don’t need to go to court unless someone else is making you bankrupt. It’s a big decision, so it’s important to get advice before applying.

💷 How much does it cost?
As of now, it costs £680 to apply for bankruptcy. This fee must be paid before your application can be submitted, although payment plans may be available in some cases.

👥 Who manages your bankruptcy?
Once your bankruptcy is approved, it is managed by an Official Receiver – a person who works for the Insolvency Service. They’ll review your finances and may take control of certain assets to help repay your debts. In some cases, a Trustee may also be appointed to handle this.

⚠️ What restrictions does bankruptcy create?
When you're bankrupt, there are several restrictions you must follow, including:

You can’t borrow more than £500 without telling the lender you’re bankrupt.

You can’t act as a company director without court permission.

You must cooperate fully with the Official Receiver and provide any information they request.

Your credit file will show the bankruptcy for 6 years, which can make getting credit, renting, or even some jobs more difficult.

Your assets may be sold, and you could be asked to make monthly payments for up to 3 years if you have disposable income.

📌 Important: Bankruptcy can be life-changing, so it’s always best to speak to a free debt adviser before applying. They can help you explore all your options and make the best choice for your situation.",2025-08-08
55,1754668003410,What happens if a customer goes bankrupt?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,bankruptcy process | bankruptcy order | bankruptcy | dividend | written off | WO | official reciever | proof of debt | POD | bankrupt | insolvency | insolvency services,"You’ll be notified
If a customer is made bankrupt, you’ll usually receive a notice from the Official Receiver or see it on the Insolvency Register. Alterntively, the customer may make you aware directly.

Stop all contact and collection
You must stop chasing the customer for payment — no calls, emails, letters, or legal action. Bankruptcy protection means you're legally not allowed to pursue the debt.

Send a Proof of Debt
You can submit a claim to the Official Receiver (or Trustee) showing how much you’re owed, with any evidence (like statements or contracts).

Wait for updates
The Receiver will deal with the customer’s assets. If there’s money left after priority debts and fees, you might get a small payment (called a dividend), though this is rare.

Debt is written off
After 12 months, bankruptcy usually ends. Most unsecured debts (like loans or credit cards) are written off. You can’t chase the customer after this.",2025-08-08
56,1754668301922,Bankruptcy Procedure,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,Bankruptcy Procedure | bankrupt | BO | hearing | bankruptcy,"When a customer informs us they have been made bankrupt or are going through bankruptcy proceedings, follow the steps below:

Gather Key Information:

Full name of the court where the hearing is scheduled or has taken place.

Date of the bankruptcy hearing or date the order was made.

Bankruptcy order number (if known).

Check the Insolvency Register:

Visit the Insolvency Service website to verify if the order has been registered:
🔗 https://www.insolvencydirect.bis.gov.uk/eiir/

If listed, copy and paste the exact URL of the customer’s listing onto their account notes.

Update Account Status:

Change the customer’s stage to: On Hold – IVA/Bankruptcy.

Request Documentation:

Inform the customer that we require formal confirmation of the bankruptcy order (e.g., court letter or order document).

Make them aware that this must be received within 21 days to maintain the hold status on their account.",2025-08-08
57,1755702047345,Can you apply for a loan the same day loan is expired or cancelled?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,Reapply | apply | expired | cancelled | same day,Yes. ,2025-08-20
58,1755702219748,When do I send a Survey email?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,survey | email | send email,"You should send the customer a survey email after each call, unless one has already been sent to them that day. The only exception is for stages between Leadgen Purchased and Funds Processing, as they will have already received the survey link once they were funded.",2025-08-20
59,1755702363437,What is our IBAN Number?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,IBAN | no uk account | paying abroad,"GB32 TRWI 2314 7081 2998 84/ TRWIGB2L
Account holder: Savvy Loan Products Ltd",2025-08-20
60,1755702690896,How can a customer stop the default notice being registered on thier credit file?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,default notice | default letter | stop | DFN | default | credit reference agency | CRA,"To prevent the default notice from being recorded with the credit reference agencies, the customer must either:

Settle the balance stated in the letter by the date noted in the default notice. (Note: the balance in the letter may differ from the current outstanding balance, as interest has accrued since the letter was issued.)

Make a partial payment and agree for the remaining balance to be cleared either in full by a later date or through an affordable repayment arrangement. 

Note: If the amount stated in the default notice is not settled in full by the deadline, interest will continue to accrue according to the new schedule and will be payable.",2025-08-20
61,1758198264053,Debt Relief Order,collections-account,Collections & Account Status Management,Manual Entry,Manual Entry,DRO | Relief | Debt Relief | Insolvency | debt management | order,"A Debt Relief Order (DRO) is a formal insolvency tool designed for individuals with low income, minimal assets, and relatively small unsecured debts who are unable to repay their creditors. DROs provide a structured mechanism for managing qualifying debts while offering a clear path to debt write-off.

Key Features:

Debt Eligibility: Unsecured debts, including credit cards, personal loans, overdrafts, utility arrears, and other qualifying debts. Current debt limit: £30,000 (England & Wales).

Eligibility Criteria:

Total qualifying debts ≤ £30,000

Limited assets (generally no more than £2,000, excluding certain essential items)

Low disposable income (typically less than £75 per month after essential outgoings)

Must not have had a DRO in the past six years

Duration: Standard DRO period is 12 months. If circumstances remain unchanged, qualifying debts are written off at the end of this period.

Credit Impact: DROs remain on the individual’s credit file for six years, affecting future credit applications.

Application Process:

Must be completed through an approved intermediary (debt adviser from an approved organisation).

A one-off fee of £90 is payable before submission.

Effect During DRO: Creditors included in the DRO cannot pursue repayment while the order is active.

Considerations for Staff:

DROs are suitable only for those meeting strict eligibility criteria; staff should verify circumstances carefully.

While DROs provide debt relief, they have long-term implications for the customer’s credit rating and financial options.

Staff should advise customers of alternative solutions if DROs are not appropriate.",2025-09-18
62,1758198812630,Handling Customer DRO Notifications,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,DRO | procedure | Insolvency | DRO stage | debt relief order,"Purpose:
To ensure customer Debt Relief Orders (DROs) are recorded accurately and accounts are managed correctly in line with our internal processes and regulatory requirements.

Procedure:

Customer Notification:

If a customer contacts us to advise they have been approved for a DRO, the agent should:

Record the DRO reference number.

Record the DRO order date.

Record the official receiver or intermediary handling the DRO.

Verification:

If the DRO has been formally made, the agent must verify it on the Insolvency Service Register:

Insolvency Service Register

Copy and paste the verification information into the customer notes.

Account Management:

Move the account to the IVA/Bankruptcy stage in the system.

A task will automatically be raised for the Back Office team to action at a later date.

Notes:

Ensure all relevant information is recorded clearly in the customer notes.

Do not attempt to take further collection action on accounts under an active DRO.

Outcome:
Following this procedure ensures compliance, accurate record-keeping, and that the customer’s account is managed appropriately while under a DRO.",2025-09-18
63,1758199205870,Calculating Daily Interest,transaction-responses,Transaction Responses & Payment Issues,Manual Entry,Manual Entry,calculate | interest | daily interest | charge | queries,"Purpose:
To provide staff with a clear process for explaining how interest is applied and to calculate the daily interest charge for customer accounts.

Interest Rate:

We charge 0.8% per day on the outstanding principal balance.

Daily Interest Calculation:

Identify the outstanding principal on the customer account.

Multiply the principal by 0.8% (0.008) to calculate the daily interest charge.

Formula:

Daily Interest = Outstanding Principal × 0.008


Example Calculations:

Principal (£)	Daily Interest (£)
300	            2.40
500	            4.00
750	            6.00
1,000	        8.00
1,500	        12.00

Using the Table/Formula on Calls:

If a customer asks how much interest will be applied each day, staff can either:

Use the table for quick reference, or

Apply the formula to calculate the exact amount for the outstanding balance.

Notes:

Interest is calculated daily based on the current outstanding principal.

Do not include previously accrued interest when calculating daily interest — only use the current principal.

Ensure all calculations and explanations are clearly noted in the customer account.",2025-09-18
64,1758199711580,Early Settlements,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,early | settlement | settle early | ESF | pay early,"Purpose:
To explain how early settlements work and provide staff with a clear process to follow when customers request to pay their loan in full before the end of the agreed duration.

Key Points:

Customers can settle their loan early by paying:

The outstanding principal, and

The interest accrued up to the settlement date.

The settlement figure provided is valid only on the day it is quoted.

If payment is not made on the same day, the settlement figure will increase daily at a rate of 0.8% of the outstanding principal.

Advise the customer:

“This figure is valid for today only. If payment is not made today, the settlement figure will increase tomorrow by 0.8% of the outstanding principal.”

Note the account with the settlement figure given and the date.

Formula for Daily Settlement Increase:

Daily Increase = Outstanding Principal × 0.008


Example:

Outstanding principal: £1,000

Daily increase: £1,000 × 0.008 = £8.00

If the customer does not pay today, the quoted settlement figure will increase by £8.00 tomorrow.

Important Notes for Staff:

Always remind customers that early settlement saves them from paying further future interest, but the figure changes daily.

Ensure all settlement quotes and customer communications are recorded in the notes.

Do not attempt to fix a settlement figure beyond the day it is quoted.",2025-09-18
65,1758199927883,Contacting Customers in Insolvency,collections-account,Collections & Account Status Management,Manual Entry,Manual Entry,contacting | during insolvency | IVA | bankruptcy | DRO | Trust Deed | Sequestration,"No. Once a customer has entered an approved form of insolvency (e.g. Debt Relief Order, Individual Voluntary Arrangement, Bankruptcy, or Debt Management Plan through an appointed provider), we must not work directly with the customer regarding repayment of their debt.

Procedure for Staff:

Identify Insolvency Status:

Confirm the form of insolvency (e.g. DRO, IVA, Bankruptcy, DMP).

Record all relevant details in the customer notes (reference number, order date, name of Insolvency Practitioner/Official Receiver/DMP provider).

Verification:

Where applicable, verify on the Insolvency Register:
Insolvency Service Register

Copy and paste confirmation into customer notes.

Account Handling:

Move the account to the IVA/Bankruptcy stage in the system.

A back-office task will automatically be raised for further handling.

Communication:

Do not discuss repayment or collection directly with the customer.

Politely explain that all communications will now be managed via their appointed Insolvency Practitioner/Official Receiver/DMP provider.

Script Example for Agents:

“As your account is now under an approved form of insolvency, we’re not able to discuss repayment directly with you. From this point forward, all matters will be handled by your Insolvency Practitioner/Official Receiver, and we will work directly with them on your account.”

Key Compliance Note:
Contacting customers directly to seek repayment after insolvency has been approved may breach regulatory obligations and consumer duty principles. All communication must go through the appointed insolvency representative.",2025-09-18
66,1758200055828,Insolvency Orders Made Before Loan Approval,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,orders made before approval | IVA | bankruptcy | dro | trust deed | sequestration | customer took loan after | applied | loan,"Scenario:
A customer advises (or it is identified) that they had an insolvency order (e.g. DRO, IVA, Bankruptcy) in place before they took out the loan.

Key Point:

If the insolvency order was already made before the loan agreement was taken out, the customer’s current loan is not included in that insolvency.

This means the customer remains liable for repayment under the original loan terms.

Procedure for Staff:

Check the insolvency order date against the loan start date.

If the insolvency order date is before the loan start date → the loan is not covered by that order.

If the insolvency order date is after the loan start date → follow the normal insolvency procedure (treat the loan as covered).

Record Details:

Note the insolvency order reference, date, and type in the account.

Record the loan start date for clarity.

Customer Communication:

If the loan is not covered by the insolvency order, explain clearly to the customer that the debt remains payable in full.

Example script:

“I can see that your insolvency order was made before this loan agreement started. This means your loan with us is not included in that arrangement, and you remain responsible for repayment under the original terms.”

Account Handling:

Continue managing the loan as normal (collections, interest, or settlement discussions) unless the customer later enters into a new insolvency arrangement that includes this loan.

Compliance Note:
It is important to distinguish between debts included in insolvency orders and those that fall outside due to being taken out afterwards. Always double-check dates and record them clearly.",2025-09-18
67,1758200491465,Cancelling a Schedule,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,undo | cancel CPA | cancel PP | cancel schedule | cancel,"Purpose:
To explain how agents can cancel a customer’s payment schedule and when this happens automatically.

Steps for Agents (Manual Cancellation):

Go to the account page of the customer’s account.

At the top of the page, locate the orange box titled “Schedules.”

Open the drop-down menu.

Select “Cancel Pay Plan.”

This will immediately cancel the active schedule on the account.

Automatic Cancellations:
A payment schedule will also cancel automatically if the account is moved into any of the following stages:

On Hold 1 Month

On Hold 2 Month

On Hold 3 Month

DM (Debt Management)

Vul (Vulnerability)

Pending Evidence

Important Notes for Staff:

Always confirm with the customer if they requested cancellation, and record the reason in the account notes.

Do not attempt to restart or amend a schedule without following the correct setup procedure.",2025-09-18
68,1758201330818,Customer Service Essentials,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,skills | good customer service | CS skills,"Purpose: Ensure all staff interact with customers in a professional, supportive, and compliant way.

Key Skills:

Tone: Always polite, empathetic, and professional, even in challenging conversations.

Active Listening: Let the customer speak, don’t interrupt, and acknowledge their concerns.

Plain English: Avoid jargon — explain things clearly and simply.

Empathy Statements: e.g. “I understand this must be difficult” or “Thank you for sharing that with me.”

Ownership: Take responsibility for helping resolve the query, even if you need to escalate.

Closing Calls/Emails: Summarise what was agreed and next steps.",2025-09-18
69,1758201606395,Dealing with Vulnerable Customers,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,Dealing with Vulnerable Customers | TEXAS | vul | special needs | support,"Purpose: To handle calls where customers disclose difficulties such as illness, financial hardship, or other vulnerabilities.

Steps:

Listen carefully and acknowledge what the customer has said.

Reassure them we can pause or adapt support if needed.

Move the account with to on hold - Vulnerability, if you agree a hold and note the reason. 

Add a ""must read note"" to make other staff aware of potential vulnerbility (this will show at the top of the general page)

Task the account for a review (dependant on what is agreed with the customer)

Provide information on free debt advice services if appropriate.

USse vulnerbility tools if needed i.e TEXAS

Escalate to a manager (Zoe Quick) if position is complex and you are unsure of how to handle the situation.",2025-09-18
70,1758201648742,Handling Difficult Conversations,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,angry customer | conflict resolution,"Purpose: To support staff when customers become upset, angry, or frustrated.

Top Tips:

Stay calm and professional — don’t match the customer’s tone.

Acknowledge their feelings: “I can hear you’re frustrated, let’s work through this together.”

Stick to facts and solutions, not emotions.

If the customer becomes abusive, politely warn them before ending the call.

Always record notes factually and without judgment.",2025-09-18
71,1758201846282,Understanding & Managing Customer Vulnerabilities,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,vulnerability | conditions | mental health | identifying | vul,"Purpose:
To help staff recognise and respond appropriately when customers disclose vulnerabilities, in line with Consumer Duty and treating customers fairly.

1. Health-Related Vulnerabilities

Examples: Physical disability, serious illness, mental health conditions, addiction, cognitive impairment.

How to Respond:

Show empathy and patience.

Offer to slow down the call or provide information in writing.

If needed, place account into VUL (Vulnerability) status.

Provide signposting to specialist support (e.g. debt charities, mental health helplines).

2. Financial Vulnerabilities

Examples: Job loss, reduced income, high cost of living, reliance on benefits, sudden financial shock (e.g. bereavement, separation).

How to Respond:

Explore affordable solutions (payment plans, short-term hold).

Place into On Hold stage if evidence is pending.

Remind them about free, impartial debt advice services.

Record notes clearly with context.

3. Situational Vulnerabilities

Examples: Bereavement, domestic abuse, caring responsibilities, divorce/separation, homelessness.

How to Respond:

Be sensitive to emotional impact.

Avoid pressing for immediate decisions.

Offer flexibility and note the account accordingly.

Escalate if safeguarding concerns arise (e.g. risk of harm).

4. Communication Barriers

Examples: Low literacy, English not first language, hearing or speech difficulties, limited access to digital tools.

How to Respond:

Adapt communication style — speak clearly, avoid jargon.

Offer alternative formats (email instead of phone, written confirmation).

Allow extra time on calls.

Record any preferences in account notes.

5. Age-Related Vulnerabilities

Examples: Elderly customers with reduced memory/understanding, very young customers with limited financial experience.

How to Respond:

Check understanding by asking the customer to repeat back.

Provide extra explanations where needed.

Be mindful of potential safeguarding concerns.

Escalate if exploitation or financial abuse is suspected.

6. Risk of Harm / Safeguarding

Examples: Suicidal thoughts, domestic abuse, threats of violence, immediate safety risks.

How to Respond:

Stay calm and listen.

If risk of immediate harm, follow emergency safeguarding procedure (e.g. contact emergency services if disclosure suggests life is in danger).

Escalate to a manager straight away.

Record facts only, not opinions.

Key Staff Reminders

Always note the vulnerability in the system using MUST READ NOTE and/or place into On Hold-Vulnerble stage, with the reason stated clearly.

Never judge or dismiss what the customer discloses.

Provide reassurance and explain what support options are available.

Escalate if unsure — better to check than mishandle a vulnerable customer.",2025-09-18
72,1758201922330,Vulnerabilities & Tools for Staff,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,tools | texas | IDEA | CARERS | vulnerability | vul,"Purpose:
To help staff identify, record, and manage customer vulnerabilities consistently and sensitively, using recognised industry tools.

1. Health-Related Vulnerabilities

Examples: Long-term illness, disability, mental health, addiction.

Tool: TEXAS Protocol (for handling disclosures)

Thank the customer for sharing.

Explain how the information will be used.

Xplicit consent — ask if you can record/share it internally.

Ask relevant questions (how it affects finances, any support needed).

Signpost to help (e.g. StepChange, Mind, Citizens Advice).

2. Financial Vulnerabilities

Examples: Job loss, reduced income, benefit reliance, cost-of-living pressures.

Tool: IDEA (for understanding impact)

Impact — how is the situation affecting them financially?

Duration — is it short-term, long-term, or permanent?

Experience — have they managed something similar before?

Adjustment — what support or changes do they need?

3. Situational Vulnerabilities

Examples: Bereavement, caring duties, domestic abuse, separation.

Tool: CARERS (for carers or dependent-related issues)

Check circumstances sensitively.

Assess how caring impacts finances/time.

Record disclosure with consent.

Explain available support.

Refer to advice organisations if appropriate.

Support flexibly (e.g. pauses, payment plans).",2025-09-18
73,1758202128463,Using IDEA with Customers,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,IDEA | vul | tools | understanding,"Purpose:
IDEA helps agents understand the customer’s situation more deeply when they disclose a vulnerability. It breaks the conversation into four areas: Impact, Duration, Experience, Adjustment.

I – Impact

What impact is the vulnerability having on their finances or ability to manage the account?

✅ Example questions:

“How is this situation affecting your ability to make payments right now?”

“Has this change impacted your income or expenses?”

✅ Example notes:

Customer unable to work due to surgery, now on reduced sick pay.

Customer’s mental health makes budgeting difficult.

D – Duration

Is the situation temporary, long-term, or permanent?

✅ Example questions:

“Do you expect this to change soon, or is it ongoing?”

“Has your GP or adviser said how long you may be in this situation?”

✅ Example notes:

Customer expects to return to work in 3 months after recovery.

Customer has long-term disability, likely ongoing.

E – Experience

Has the customer been through this before, and how did they manage?

✅ Example questions:

“Have you had to manage something like this before?”

“What’s helped you cope with your finances in the past?”

✅ Example notes:

Customer has been through redundancy before, relied on payment holidays.

Customer has never been in financial difficulty before, feels anxious and unsure.

A – Adjustment

What changes, support, or solutions are needed now?

✅ Example questions:

“What would help make things more manageable for you right now?”

“Would a short-term hold or reduced payment plan give you some breathing space?”

✅ Example notes:

Customer requests 2-month payment hold until benefits start.

Customer would like smaller instalments for 6 months.

Putting It All Together – Example Call Notes

IDEA applied:

Impact: Customer off work due to broken leg, income dropped to statutory sick pay.

Duration: Doctor says recovery expected in 12 weeks.

Experience: Customer previously managed using savings, but has none left now.

Adjustment: Customer requests a temporary hold on payments until return to work.",2025-09-18
74,1758202196993,Using CARERS with Customers,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,carers | support | vul | tools,"Purpose:
The CARERS tool helps agents handle disclosures where customers are carers, or where caring responsibilities are affecting their finances and account management.

C – Check circumstances sensitively

Understand the customer’s caring situation without being intrusive.

✅ Example questions:

“Can I ask a little more about your caring responsibilities, so I can understand how it affects your account?”

“Who do you provide care for, and how much time does this take each day?”

✅ Example notes:

Customer caring full-time for elderly parent with dementia.

Customer provides part-time care for disabled child alongside work.

A – Assess how caring impacts finances/time

Does caring reduce income, increase expenses, or affect their ability to make payments?

✅ Example questions:

“Does your caring role affect your ability to work or manage finances?”

“Do you have extra costs linked to caring, such as travel or equipment?”

✅ Example notes:

Customer reduced to part-time work due to caring role.

Customer has increased household costs, no spare income.

R – Record disclosure with consent

Always ask before noting sensitive details.

✅ Example script:

“Would you be happy for me to make a note of this on your account, so we can make sure we support you properly?”

✅ Example notes:

Consent given. Recorded customer caring for disabled child; limited availability during working hours.

E – Explain available support

Tell the customer how we can help manage their account fairly.

✅ Example script:

“We can look at putting your account on hold, adjusting your payment plan, or finding a schedule that works around your circumstances.”

R – Refer to advice organisations if appropriate

Signpost to specialist support.

✅ Examples:

Carers UK (www.carersuk.org
)

Citizens Advice

Local authority carers’ services

✅ Example script:

“There are organisations that can support carers with financial and emotional help — would you like me to share their details?”

S – Support flexibly

Put in place adjustments to help the customer manage.

✅ Examples:

Place account into On Hold (VUL) while circumstances are reviewed.

Offer flexible repayment dates that match benefit/payment cycles.

Allow more time for evidence if requested.

Putting It All Together – Example Call Notes

CARERS applied:

Check: Customer provides daily care for disabled spouse.

Assess: Reduced working hours, lower income, increased household costs.

Record: Consent given; noted in account.

Explain: Advised account could be placed on hold pending review.

Refer: Provided details for Carers UK.

Support: Account placed into VUL stage; repayment plan to be reviewed in 3 months.",2025-09-18
75,1758202663656,Abbreviations Log,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,abbreviatiions | shorthand | meanings,"Purpose:
Quick reference for staff to understand common abbreviations used in customer accounts, communications, and internal processes.

Account Stages & Holds

On Hold 1/2/3 – Account temporarily paused for review.

DM – Debt Management hold.

VUL – Vulnerable customer hold.

IVA – Individual Voluntary Arrangement.

DRO – Debt Relief Order.

BNK – Bankruptcy.

Processes & Actions

CB – Call Back.

LM – Left Message.

NA – No Answer.

CATC – Collection Action To Continue.

ES – Early Settlement.

RTW – Right To Withdraw.

Customer & Payment Terms

BTW - Back to work.

OOW - Out of work.

EOM - End of month.

Cust – Customer.

BT – Bank Transfer.

CPA – Continuous Payment Authority.

Paym – Payment.

CIF – Clear In Full.

Clr – Cleared.

mnth – Month.

rec'd – Received.

Vulnerability Tools & Protocols

TEXAS – Thank, Explain, eXplicit consent, Ask, Signpost.

IDEA – Impact, Duration, Experience, Adjustment.

CARERS – Check, Assess, Record, Explain, Refer, Support.

BRUCE – Behaviour, Remember, Understand, Check, Explore.

Credit & Collections References

CRS – Credit Resource Solutions.

UKS – UK Search.

DRA – Digital DRA.

Interest & Balances

OS – Outstanding Balance (principal + accrued interest).

INT – Daily Interest applied (0.8% per day of outstanding principal).",2025-10-15
76,1760539410222,What is an Annual Percentage Rate (APR),application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,APR | annual percentage | interest | total amount payable,"What is APR?
APR stands for Annual Percentage Rate. It represents the total cost of borrowing over a year, including interest and any compulsory fees, expressed as an annual percentage of the amount borrowed.

Why Do We Use It?
Although our products are short-term and interest is typically calculated on a daily basis, we are still required by regulation to display an APR. This ensures transparency and consistency across all lenders, allowing customers to compare the cost of credit between different products and providers — even if the borrowing period is much shorter than a year.

How It Relates to High-Cost Short-Term Credit (HCSTC):

In high-cost short-term lending, the APR appears very high because it’s an annualised figure based on daily interest rates applied to short borrowing periods.

For example, a loan that runs for 30 days with daily interest may look disproportionately high when shown as an annual rate, but this doesn’t mean the borrower is paying that amount — it’s simply how the cost is standardised for comparison.

The key figure for our customers remains the total amount repayable and the daily interest rate, which reflect the true short-term cost of borrowing.

In Summary:
We calculate interest daily to reflect short borrowing terms, but we must display the APR to comply with consumer credit regulations and maintain transparency for customers.",2025-10-15
77,1760539694223,Where can I locate the Annual Percentage Rate (APR),application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,representative | apr | credit | charge | locate | find,"Locating the APR Figure

You may receive questions from customers about where to find the APR (Annual Percentage Rate). The location depends on whether the customer is making a general enquiry or already has an active account.

1. General Public / Customer Service Enquiry

For general queries from potential customers who do not yet have an account, the APR can be found on our website.

At the bottom of the website, we display a representative example showing a typical loan and its associated costs:

Example:
Borrow £350 and pay £127.28 per month for 5 months at a fixed interest rate of 0.8% per day (292% per year).
The total charge for credit is £286.40 (all interest).
The total amount repayable is £636.40.
Representative APR: 1297.89%.

This example helps customers understand the cost of borrowing and how the APR relates to our short-term lending model.

2. Existing Customers with an Account

If the customer already has an account with us, the exact APR and full loan details are available within their Consumer Credit Agreement.

This document can be found in the customer’s account area under “Attachments.”
You should guide the customer to this section and explain that the agreement outlines their specific loan terms, including:

The interest rate

The total charge for credit

The total amount repayable

The representative APR",2025-10-15
78,1763463815660,What is a Notice of Sum in Arrears ,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,NOSIA | sum in arrears | notice | regulated document | notice of sum,"A Notice of Sum in Arrears is a formal letter sent by a lender/creditor when a borrower has fallen behind on their repayments for a credit agreement regulated by the Consumer Credit Act (for example: loans, credit cards, hire purchase, store cards).

The notice is issued when the borrower has missed the equivalent of two or more payments, or has underpaid to the point that the arrears reach the value of two full instalments.

Its purpose is to:

Inform the borrower that they are behind on payments

Confirm the total amount of arrears owed

Explain any consequences, such as further action if the arrears are not cleared

Provide required information and protections, including where to get free debt advice

It is a statutory notice, meaning the creditor must send it. It is not a court order and does not mean legal action has already started.",2025-11-18
79,1763463953673,What is a Further Notice of Sum in Arrears?,collections-account,Collections & Account Status Management,Manual Entry,Manual Entry,Further notice | FNOSIA | sum in arrears,"A Further Notice of Sum in Arrears is a follow-up letter a lender/creditor must send after they have already issued an initial Notice of Sum in Arrears (NOSIA) under the Consumer Credit Act.

A further NOSIA is sent every six months if:

The borrower still has arrears outstanding, and

The credit agreement is still active.

Its purpose is to:

Update the borrower on how much arrears remain

Remind them that the account is still behind on payments

Provide the required statutory information, including consumer rights and where to access free debt advice

Just like the initial NOSIA, a further NOSIA:

Is not a court order

Does not mean legal action has begun

Is a legal requirement for regulated credit agreements

It is simply a periodic reminder that arrears are still owed.",2025-11-18
80,1763465948903,What is a Summary of Borrowing,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,SOB | Summary | Payday lending market | borrowing,"A Summary of Borrowing (SOB) is a regulatory document a lender must provide to a customer who has taken a High-Cost Short-Term Credit (HCST) product (for example, payday or other short-term, high-cost loans). It gives a clear, concise breakdown of how much the customer has borrowed and how much they have paid in charges (interest and fees) over a reporting period.

Purpose:

Show the total amount borrowed during the reporting period.

Show the total charges (interest, fees, and other costs).

Improve transparency so customers can see the true cost of repeat or short-term borrowing.

Help customers make informed decisions about future borrowing and seek debt advice if needed.

Key points:

The SOB is informational only — it is not a collection notice or enforcement action.

It is a regulatory requirement designed to protect consumers and ensure visibility of repeated HCST borrowing.

When a customer SHOULD be sent an SOB

A lender must send a Summary of Borrowing:

Every three months (quarterly), in arrears, covering the previous three-month period — regardless of whether payments are due or the account is active, where the customer has had HCST borrowing that meets the FCA reporting criteria.

When the account is closed (including where the debt is sold or transferred to another creditor/third party).

Where there has been repeat borrowing from the lender (i.e., the customer has borrowed more than once), or otherwise where the FCA’s HCST reporting criteria apply.
",2025-11-18
81,1763467063526,What is our appeals process?,application-processing,Application Processing & General Operations,Manual Entry,Manual Entry,appeal | declined | unhappy with decision | appeal process,"The appeal is reviewed by a senior underwriter to determine whether the original lending decision was correct.

The process typically takes up to 48 hours from the time the appeal is submitted.

To submit an appeal, the customer must follow the instructions in their decline email. In short, they should:

Email underwriting@ticktockloans.com

Clearly state their concerns and reasons for requesting a review

The senior underwriter will consider the customer’s points as part of their review.

Appeal decisions will be communicated via email.

Customers can submit an appeal either directly by email or manually through a customer service representative.",2025-11-18
82,1763467409592,Outbound Dialling Guidelines ,collections-account,Collections & Account Status Management,Manual Entry,Manual Entry,Outbound dialling | due date list | DD list | DD+1 | calling out | voicemails,"When handling outbound dialling, please follow these rules to remain compliant with our Arrears Collections policy:

Call Spacing & Attempt Limits

Leave at least 3 hours between the first and second call to the same customer.

Make no more than 5 call attempts per customer per day.

Voicemail Policy

Leave only one voicemail per customer per day.

Once a voicemail has been left, do not contact the customer again until the following day.

Due Calls

Call twice per day, once in the AM and once in the PM.

List Priority

First list: This is your initial priority for calling.

Second priority: DD + 1

Followed by: M0 → M1 → M2

Daily List Refresh

All lists are refreshed daily.

Inbound Call Priority

Inbound calls take priority between 9:00–10:00 AM and during lunch periods.

Resume outbound calls once these periods have ended.",2025-11-18
